T,pp #1,,,,ppdot #1,,,ppddot #1,,pp #2,,,,ppdot #2,,,ppddot #2,,pp #3,,,,ppdot #3,,,ppddot #3,,pp #4,,,,ppdot #4,,,ppddot #4,,pp #5,,,,ppdot #5,,,ppddot #5,,pp #6,,,,ppdot #6,,,ppddot #6,,pp #7,,,,ppdot #7,,,ppddot #7,,pp #8,,,,ppdot #8,,,ppddot #8,,pp #9,,,,ppdot #9,,,ppddot #9,,pp #10,,,,ppdot #10,,,ppddot #10,,pp #11,,,,ppdot #11,,,ppddot #11,,pp #12,,,,ppdot #12,,,ppddot #12,,pp #13,,,,ppdot #13,,,ppddot #13,,pp #14,,,,ppdot #14,,,ppddot #14,,pp #15,,,,ppdot #15,,,ppddot #15,,pp #16,,,,ppdot #16,,,ppddot #16,,pp #17,,,,ppdot #17,,,ppddot #17,,pp #18,,,,ppdot #18,,,ppddot #18,,pp #19,,,,ppdot #19,,,ppddot #19,,pp #20,,,,ppdot #20,,,ppddot #20,,pp #21,,,,ppdot #21,,,ppddot #21,,pp #22,,,,ppdot #22,,,ppddot #22,,pp #23,,,,ppdot #23,,,ppddot #23,,
0.713333,-16.848481,-3.130920,0.138924,0.750832,-50.545443,-6.261841,0.138924,-101.090886,-6.261841,6.485776,5.670970,-0.624163,-1.081089,19.457327,11.341939,-0.624163,38.914654,11.341939,23.445236,-3.605788,-6.263002,-0.491592,70.335707,-7.211577,-6.263002,140.671414,-7.211577,-65.710948,21.694216,7.406113,4.609475,-197.132845,43.388433,7.406113,-394.265689,43.388433,-33.929193,5.603773,-0.556335,0.064937,-101.787579,11.207545,-0.556335,-203.575158,11.207545,-66.857152,-44.663393,10.032124,8.799935,-200.571455,-89.326786,10.032124,-401.142911,-89.326786,-23.467158,-6.767894,3.978351,0.383665,-70.401474,-13.535789,3.978351,-140.802947,-13.535789,-405.216891,2.149844,2.882578,0.040967,-1215.650674,4.299688,2.882578,-2431.301348,4.299688,-293.477697,26.864552,2.845776,0.162779,-880.433091,53.729105,2.845776,-1760.866182,53.729105,50.309863,-42.210201,-0.353643,1.228300,150.929589,-84.420401,-0.353643,301.859178,-84.420401,1271.706211,83.963864,-13.924539,2.586354,3815.118632,167.927729,-13.924539,7630.237264,167.927729,-305.660676,67.886869,0.216348,2.146647,-916.982028,135.773737,0.216348,-1833.964056,135.773737,-1171.587071,-160.737555,10.197751,-2.658773,-3514.761212,-321.475110,10.197751,-7029.522424,-321.475110,724.119069,-37.261863,-14.940412,1.234472,2172.357207,-74.523726,-14.940412,4344.714415,-74.523726,539.781940,-16.131436,-7.163578,-0.106747,1619.345819,-32.262871,-7.163578,3238.691639,-32.262871,-430.384348,-2.013101,-2.058493,2.490472,-1291.153045,-4.026202,-2.058493,-2582.306091,-4.026202,152.267533,-39.831032,-10.774866,-0.194416,456.802600,-79.662064,-10.774866,913.605200,-79.662064,948.180313,17.486188,-10.644429,0.875717,2844.540938,34.972375,-10.644429,5689.081875,34.972375,-106.724948,29.674424,5.146245,0.433453,-320.174843,59.348849,5.146245,-640.349685,59.348849,-13.458217,2.165219,0.007448,-0.078362,-40.374652,4.330438,0.007448,-80.749304,4.330438,284.774089,-33.522636,-1.016606,0.224643,854.322268,-67.045272,-1.016606,1708.644535,-67.045272,-59.864383,8.996828,0.193392,0.096252,-179.593149,17.993655,0.193392,-359.186298,17.993655,-204.636525,20.377806,0.507760,0.661685,-613.909575,40.755613,0.507760,-1227.819151,40.755613,
0.716667,-19.597029,-3.299405,0.117490,0.751259,-58.791087,-6.598810,0.117490,-117.582173,-6.598810,6.713385,5.735827,-0.586141,-1.083106,20.140156,11.471655,-0.586141,40.280313,11.471655,26.959882,-3.371336,-6.286260,-0.512508,80.879646,-6.742672,-6.286260,161.759293,-6.742672,-66.556840,21.037107,7.548551,4.634401,-199.670519,42.074214,7.548551,-399.341037,42.074214,-52.030981,5.264481,-0.520108,0.063144,-156.092942,10.528961,-0.520108,-312.185884,10.528961,-64.109982,-45.331964,9.732139,8.832877,-192.329946,-90.663929,9.732139,-384.659893,-90.663929,-38.718124,-7.002566,3.932449,0.396850,-116.154373,-14.005132,3.932449,-232.308746,-14.005132,-418.698395,-1.902325,2.883403,0.050584,-1256.095186,-3.804650,2.883403,-2512.190372,-3.804650,-315.854630,23.929775,3.015091,0.172552,-947.563889,47.859551,3.015091,-1895.127777,47.859551,88.603296,-41.707102,-0.633367,1.226654,265.809888,-83.414204,-0.633367,531.619777,-83.414204,1179.751703,96.680926,-13.322390,2.540919,3539.255109,193.361853,-13.322390,7078.510217,193.361853,-332.660737,64.830262,0.658738,2.148111,-997.982210,129.660524,0.658738,-1995.964419,129.660524,-1041.817257,-172.453426,9.087114,-2.626610,-3125.451772,-344.906852,9.087114,-6250.903545,-344.906852,747.859941,-30.020672,-15.164687,1.184284,2243.579823,-60.041345,-15.164687,4487.159647,-60.041345,510.719332,-10.733616,-7.253128,-0.130784,1532.157996,-21.467232,-7.253128,3064.315992,-21.467232,-412.468580,-6.316944,-2.086260,2.483572,-1237.405741,-12.633889,-2.086260,-2474.811482,-12.633889,296.709823,-38.308357,-11.035330,-0.230769,890.129468,-76.616714,-11.035330,1780.258935,-76.616714,845.947372,26.967991,-10.496249,0.840465,2537.842117,53.935981,-10.496249,5075.684235,53.935981,-116.463494,28.607175,5.340517,0.450933,-349.390483,57.214350,5.340517,-698.780966,57.214350,-16.618836,2.030637,0.021434,-0.078314,-49.856507,4.061274,0.021434,-99.713014,4.061274,284.362382,-30.674895,-1.230598,0.220892,853.087147,-61.349790,-1.230598,1706.174294,-61.349790,-72.695930,8.398184,0.251375,0.096995,-218.087790,16.796368,0.251375,-436.175580,16.796368,-229.456357,18.331441,0.636791,0.663596,-688.369072,36.662882,0.636791,-1376.738144,36.662882,
0.720000,-22.130462,-3.495375,0.094840,0.751614,-66.391385,-6.990751,0.094840,-132.782770,-6.990751,6.630134,5.802961,-0.547678,-1.084996,19.890402,11.605922,-0.547678,39.780803,11.605922,30.685584,-3.101737,-6.307836,-0.533499,92.056753,-6.203474,-6.307836,184.113506,-6.203474,-62.418346,20.371539,7.686580,4.659794,-187.255037,40.743077,7.686580,-374.510073,40.743077,-69.928030,4.744171,-0.486746,0.061467,-209.784089,9.488342,-0.486746,-419.568178,9.488342,-57.233572,-45.973064,9.427789,8.864811,-171.700715,-91.946128,9.427789,-343.401430,-91.946128,-59.663552,-7.389747,3.884475,0.409879,-178.990657,-14.779494,3.884475,-357.981315,-14.779494,-427.663832,-6.089309,2.856765,0.060159,-1282.991495,-12.178618,2.856765,-2565.982991,-12.178618,-340.483333,20.771229,3.164094,0.182857,-1021.449998,41.542458,3.164094,-2042.899996,41.542458,128.006951,-40.821069,-0.908461,1.224082,384.020852,-81.642138,-0.908461,768.041705,-81.642138,1071.990341,108.478443,-12.638525,2.497629,3215.971024,216.956887,-12.638525,6431.942048,216.956887,-357.301234,61.503654,1.079851,2.151015,-1071.903703,123.007309,1.079851,-2143.807406,123.007309,-898.507978,-182.871598,7.902698,-2.598275,-2695.523933,-365.743197,7.902698,-5391.047867,-365.743197,761.016948,-22.542073,-15.339896,1.133429,2283.050845,-45.084146,-15.339896,4566.101691,-45.084146,473.772786,-5.626423,-7.307661,-0.155062,1421.318358,-11.252846,-7.307661,2842.636715,-11.252846,-388.705204,-10.441630,-2.142122,2.476532,-1166.115612,-20.883260,-2.142122,-2332.231223,-20.883260,441.701903,-35.341259,-11.280829,-0.267968,1325.105708,-70.682517,-11.280829,2650.211416,-70.682517,728.511511,35.427464,-10.288264,0.805808,2185.534532,70.854929,-10.288264,4371.069064,70.854929,-120.149334,27.442540,5.527349,0.469048,-360.448003,54.885080,5.527349,-720.896006,54.885080,-18.813873,1.864448,0.034418,-0.078221,-56.441620,3.728897,0.034418,-112.883240,3.728897,283.159722,-27.831271,-1.425618,0.216460,849.479166,-55.662543,-1.425618,1698.958331,-55.662543,-82.922740,7.671225,0.304940,0.097923,-248.768221,15.342449,0.304940,-497.536442,15.342449,-250.862107,16.036877,0.751352,0.665914,-752.586321,32.073755,0.751352,-1505.172641,32.073755,
0.723333,-24.673515,-3.716680,0.070800,0.751890,-74.020545,-7.433360,0.070800,-148.041090,-7.433360,5.904230,5.869262,-0.508771,-1.086757,17.712689,11.738525,-0.508771,35.425378,11.738525,34.389569,-2.794881,-6.327492,-0.554558,103.168706,-5.589763,-6.327492,206.337412,-5.589763,-55.007180,19.747355,7.820310,4.685640,-165.021539,39.494710,7.820310,-330.043078,39.494710,-85.913274,4.044891,-0.457449,0.059894,-257.739821,8.089781,-0.457449,-515.479643,8.089781,-45.599407,-46.545400,9.119394,8.895724,-136.798221,-93.090800,9.119394,-273.596443,-93.090800,-84.700504,-7.986383,3.833221,0.422743,-254.101512,-15.972765,3.833221,-508.203023,-15.972765,-432.156190,-10.365947,2.801914,0.069598,-1296.468571,-20.731895,2.801914,-2592.937142,-20.731895,-367.365882,17.366396,3.291220,0.193622,-1102.097647,34.732791,3.291220,-2204.195293,34.732791,168.365276,-39.541000,-1.176335,1.220605,505.095828,-79.081999,-1.176335,1010.191655,-79.081999,956.453942,119.198347,-11.879603,2.456745,2869.361825,238.396694,-11.879603,5738.723650,238.396694,-376.710443,57.930642,1.477965,2.155285,-1130.131330,115.861284,1.477965,-2260.262659,115.861284,-746.549732,-191.856678,6.653603,-2.573998,-2239.649195,-383.713356,6.653603,-4479.298390,-383.713356,761.239782,-14.931903,-15.464809,1.082074,2283.719346,-29.863807,-15.464809,4567.438693,-29.863807,430.844201,-0.888695,-7.329378,-0.179466,1292.532603,-1.777390,-7.329378,2585.065206,-1.777390,-361.137415,-14.328682,-2.224689,2.469261,-1083.412245,-28.657364,-2.224689,-2166.824489,-28.657364,589.497251,-30.924240,-11.501714,-0.305947,1768.491752,-61.848479,-11.501714,3536.983503,-61.848479,600.980320,42.712580,-10.027797,0.771935,1802.940961,85.425159,-10.027797,3605.881922,85.425159,-121.854764,26.241047,5.706295,0.487773,-365.564291,52.482093,5.706295,-731.128582,52.482093,-20.149989,1.676310,0.046220,-0.078086,-60.449966,3.352619,0.046220,-120.899931,3.352619,279.143587,-24.999674,-1.601722,0.211409,837.430762,-49.999348,-1.601722,1674.861523,-49.999348,-92.496470,6.841997,0.353317,0.099022,-277.489410,13.683994,0.353317,-554.978819,13.683994,-268.086937,13.528256,0.849902,0.668587,-804.260810,27.056513,0.849902,-1608.521621,27.056513,
0.726667,-27.077014,-3.963415,0.045200,0.752084,-81.231042,-7.926830,0.045200,-162.462084,-7.926830,4.647321,5.928305,-0.469445,-1.088387,13.941964,11.856610,-0.469445,27.883928,11.856610,38.077248,-2.450986,-6.344978,-0.575680,114.231745,-4.901971,-6.344978,228.463490,-4.901971,-44.191051,19.197283,7.950125,4.711925,-132.573153,38.394567,7.950125,-265.146305,38.394567,-98.175607,3.185758,-0.433347,0.058411,-294.526822,6.371516,-0.433347,-589.053644,6.371516,-27.249609,-47.001394,8.807571,8.925603,-81.748828,-94.002788,8.807571,-163.497657,-94.002788,-108.453603,-8.833388,3.777155,0.435429,-325.360808,-17.666775,3.777155,-650.721615,-17.666775,-430.107828,-14.687509,2.718402,0.078807,-1290.323485,-29.375019,2.718402,-2580.646969,-29.375019,-400.981167,13.692737,3.394750,0.204772,-1202.943501,27.385474,3.394750,-2405.887002,27.385474,207.523056,-37.857347,-1.434329,1.216251,622.569167,-75.714694,-1.434329,1245.138335,-75.714694,840.987919,128.762886,-11.053065,2.418506,2522.963756,257.525772,-11.053065,5045.927512,257.525772,-396.569821,54.163538,1.851613,2.160841,-1189.709462,108.327075,1.851613,-2379.418923,108.327075,-591.493086,-199.322175,5.349674,-2.553978,-1774.479257,-398.644351,5.349674,-3548.958514,-398.644351,748.410958,-7.319506,-15.538981,1.030386,2245.232873,-14.639011,-15.538981,4490.465746,-14.639011,393.276231,3.419747,-7.320941,-0.203891,1179.828693,6.839494,-7.320941,2359.657387,6.839494,-333.560942,-17.940056,-2.332252,2.461673,-1000.682827,-35.880113,-2.332252,-2001.365654,-35.880113,735.119912,-25.029267,-11.688226,-0.344608,2205.359736,-50.058534,-11.688226,4410.719472,-50.058534,468.505326,48.722383,-9.723014,0.739006,1405.515979,97.444765,-9.723014,2811.031957,97.444765,-121.762433,25.022499,5.877173,0.507081,-365.287298,50.044998,5.877173,-730.574597,50.044998,-20.898623,1.474810,0.056724,-0.077914,-62.695870,2.949620,0.056724,-125.391740,2.949620,274.364921,-22.208238,-1.759081,0.205803,823.094764,-44.416477,-1.759081,1646.189527,-44.416477,-98.981013,5.917032,0.395847,0.100272,-296.943038,11.834065,0.395847,-593.886076,11.834065,-280.587988,10.847387,0.931154,0.671561,-841.763965,21.694774,0.931154,-1683.527930,21.694774,
0.730000,-28.060521,-4.234185,0.017875,0.752190,-84.181564,-8.468371,0.017875,-168.363127,-8.468371,2.579483,5.974778,-0.429768,-1.089886,7.738449,11.949556,-0.429768,15.476897,11.949556,41.394747,-2.070213,-6.360049,-0.596855,124.184242,-4.140426,-6.360049,248.368484,-4.140426,-35.315870,18.755373,8.076634,4.738637,-105.947609,37.510746,8.076634,-211.895219,37.510746,-102.797019,2.204002,-0.415381,0.056998,-308.391057,4.408003,-0.415381,-616.782115,4.408003,-3.843645,-47.273890,8.493321,8.954438,-11.530935,-94.547780,8.493321,-23.061871,-94.547780,-122.265558,-9.917924,3.714651,0.447917,-366.796675,-19.835848,3.714651,-733.593349,-19.835848,-417.788965,-18.988588,2.606149,0.087689,-1253.366896,-37.977175,2.606149,-2506.733791,-37.977175,-434.413672,9.682925,3.472669,0.216225,-1303.241015,19.365850,3.472669,-2606.482030,19.365850,238.204352,-35.782116,-1.679794,1.211057,714.613055,-71.564232,-1.679794,1429.226110,-71.564232,721.264590,137.172765,-10.166613,2.383125,2163.793769,274.345531,-10.166613,4327.587539,274.345531,-419.540537,50.197839,2.199484,2.167600,-1258.621611,100.395679,2.199484,-2517.243223,100.395679,-418.764384,-205.237106,4.001143,-2.538383,-1256.293153,-410.474213,4.001143,-2512.586306,-410.474213,723.004446,0.164604,-15.562830,0.978536,2169.013339,0.329208,-15.562830,4338.026679,0.329208,367.111317,7.352509,-7.285034,-0.228241,1101.333950,14.705019,-7.285034,2202.667901,14.705019,-300.187926,-21.275666,-2.462971,2.453687,-900.563778,-42.551331,-2.462971,-1801.127556,-42.551331,845.577057,-17.678068,-11.830583,-0.383819,2536.731172,-35.356136,-11.830583,5073.462344,-35.356136,348.989478,53.407436,-9.382581,0.707154,1046.968434,106.814872,-9.382581,2093.936867,106.814872,-126.223488,23.804875,6.039931,0.526946,-378.670464,47.609749,6.039931,-757.340928,47.609749,-20.732238,1.265824,0.065859,-0.077709,-62.196714,2.531647,0.065859,-124.393429,2.531647,270.284561,-19.464589,-1.897991,0.199702,810.853683,-38.929178,-1.897991,1621.707365,-38.929178,-101.806408,4.927222,0.431995,0.101654,-305.419223,9.854445,0.431995,-610.838447,9.854445,-282.592301,8.041507,0.994117,0.674775,-847.776903,16.083014,0.994117,-1695.553806,16.083014,
0.733333,-27.900366,-4.514791,-0.011289,0.752201,-83.701098,-9.029581,-0.011289,-167.402196,-9.029581,0.810705,6.000573,-0.389851,-1.091252,2.432116,12.001146,-0.389851,4.864232,12.001146,44.919338,-1.656266,-6.372470,-0.618077,134.758014,-3.312531,-6.372470,269.516027,-3.312531,-28.302505,18.402214,8.200493,4.765766,-84.907514,36.804428,8.200493,-169.815027,36.804428,-100.730873,1.176032,-0.404114,0.055635,-302.192620,2.352063,-0.404114,-604.385241,2.352063,23.091489,-47.312327,8.178033,8.982224,69.274466,-94.624653,8.178033,138.548933,-94.624653,-130.699885,-11.140579,3.644456,0.460185,-392.099654,-22.281159,3.644456,-784.199307,-22.281159,-391.354106,-23.166477,2.465632,0.096150,-1174.062318,-46.332954,2.465632,-2348.124636,-46.332954,-460.548646,5.338789,3.522741,0.227892,-1381.645937,10.677577,3.522741,-2763.291874,10.677577,268.439664,-33.400073,-1.910401,1.205069,805.318993,-66.800145,-1.910401,1610.637986,-66.800145,585.454214,144.385411,-9.228086,2.350787,1756.362643,288.770823,-9.228086,3512.725286,288.770823,-442.198198,46.002434,2.520151,2.175474,-1326.594594,92.004868,2.520151,-2653.189188,92.004868,-213.561684,-209.424750,2.618937,-2.527341,-640.685053,-418.849500,2.618937,-1281.370105,-418.849500,689.649498,7.394649,-15.537633,0.926689,2068.948493,14.789297,-15.537633,4137.896986,14.789297,342.611269,11.023622,-7.223780,-0.252430,1027.833808,22.047245,-7.223780,2055.667615,22.047245,-272.092885,-24.277545,-2.614815,2.445230,-816.278656,-48.555090,-2.614815,-1632.557311,-48.555090,912.123884,-9.222297,-11.920251,-0.423420,2736.371652,-18.444595,-11.920251,5472.743305,-18.444595,246.818315,56.897331,-9.014898,0.676485,740.454946,113.794662,-9.014898,1480.909892,113.794662,-137.070411,22.542640,6.194423,0.547339,-411.211233,45.085279,6.194423,-822.422465,45.085279,-20.219888,1.058501,0.073607,-0.077476,-60.659664,2.117002,0.073607,-121.319329,2.117002,266.882616,-16.761743,-2.018745,0.193170,800.647847,-33.523487,-2.018745,1601.295693,-33.523487,-105.576148,3.909158,0.461449,0.103145,-316.728444,7.818316,0.461449,-633.456889,7.818316,-276.428999,5.215584,1.038308,0.678167,-829.286997,10.431168,1.038308,-1658.573995,10.431168,
0.736667,-26.698660,-4.793794,-0.042317,0.752112,-80.095980,-9.587588,-0.042317,-160.191960,-9.587588,-0.839670,6.008680,-0.349820,-1.092485,-2.519009,12.017360,-0.349820,-5.038017,12.017360,48.641227,-1.207072,-6.382015,-0.639335,145.923681,-2.414145,-6.382015,291.847362,-2.414145,-22.303004,18.119189,8.322231,4.793305,-66.909013,36.238378,8.322231,-133.818026,36.238378,-92.563007,0.168723,-0.399631,0.054297,-277.689020,0.337446,-0.399631,-555.378040,0.337446,52.792745,-47.081412,7.863387,9.008959,158.378235,-94.162823,7.863387,316.756470,-94.162823,-134.614887,-12.447578,3.565829,0.472204,-403.844661,-24.895156,3.565829,-807.689321,-24.895156,-351.040831,-27.080018,2.298143,0.104097,-1053.122493,-54.160037,2.298143,-2106.244985,-54.160037,-481.240207,0.733302,3.542982,0.239677,-1443.720621,1.466604,3.542982,-2887.441241,1.466604,296.259268,-30.715676,-2.124121,1.198340,888.777803,-61.431352,-2.124121,1777.555606,-61.431352,438.636391,150.239953,-8.246001,2.321653,1315.909174,300.479907,-8.246001,2631.818348,300.479907,-467.264613,41.580452,2.812094,2.184369,-1401.793840,83.160904,2.812094,-2803.587680,83.160904,21.120015,-211.560367,1.215653,-2.520946,63.360046,-423.120734,1.215653,126.720091,-423.120734,650.021620,14.291143,-15.465347,0.875004,1950.064861,28.582287,-15.465347,3900.129721,28.582287,320.678689,14.449735,-7.138869,-0.276374,962.036066,28.899470,-7.138869,1924.072131,28.899470,-248.669052,-26.998474,-2.785735,2.436234,-746.007155,-53.996948,-2.785735,-1492.014310,-53.996948,936.055239,-0.101059,-11.951329,-0.463223,2808.165718,-0.202117,-11.951329,5616.331436,-0.202117,167.029095,59.365514,-8.627356,0.647077,501.087284,118.731028,-8.627356,1002.174568,118.731028,-152.959326,21.171936,6.340138,0.568232,-458.877978,42.343871,6.340138,-917.755956,42.343871,-19.965984,0.856302,0.079990,-0.077220,-59.897952,1.712605,0.079990,-119.795903,1.712605,264.249519,-14.092917,-2.121594,0.186264,792.748556,-28.185835,-2.121594,1585.497111,-28.185835,-112.493073,2.853397,0.483991,0.104722,-337.479220,5.706793,0.483991,-674.958441,5.706793,-262.640781,2.451294,1.063864,0.681676,-787.922342,4.902588,1.063864,-1575.844683,4.902588,
0.740000,-24.464658,-5.060781,-0.075166,0.751917,-73.393975,-10.121562,-0.075166,-146.787950,-10.121562,-2.122926,6.000283,-0.309790,-1.093584,-6.368778,12.000566,-0.309790,-12.737557,12.000566,52.977879,-0.720660,-6.388441,-0.660620,158.933636,-1.441320,-6.388441,317.867271,-1.441320,-15.508460,17.896159,8.442282,4.821246,-46.525379,35.792318,8.442282,-93.050757,35.792318,-80.589866,-0.756907,-0.401592,0.052963,-241.769597,-1.513815,-0.401592,-483.539195,-1.513815,82.898472,-46.553484,7.551271,9.034649,248.695417,-93.106968,7.551271,497.390834,-93.106968,-137.435490,-13.793727,3.478358,0.483947,-412.306471,-27.587454,3.478358,-824.612942,-27.587454,-302.147453,-30.590427,2.105909,0.111443,-906.442360,-61.180853,2.105909,-1812.884720,-61.180853,-497.770739,-4.079100,3.531829,0.251477,-1493.312216,-8.158200,3.531829,-2986.624433,-8.158200,325.408168,-27.753083,-2.319017,1.190929,976.224503,-55.506167,-2.319017,1952.449005,-55.506167,291.643703,154.626317,-7.229780,2.295851,874.931108,309.252635,-7.229780,1749.862216,309.252635,-486.032347,36.907806,3.073722,2.194188,-1458.097042,73.815612,3.073722,-2916.194083,73.815612,241.745667,-211.349167,-0.194045,-2.519244,725.237001,-422.698334,-0.194045,1450.474003,-422.698334,615.748194,20.791360,-15.348405,0.823636,1847.244582,41.582719,-15.348405,3694.489164,41.582719,302.891470,17.656522,-7.031848,-0.299998,908.674411,35.313044,-7.031848,1817.348822,35.313044,-225.406617,-29.485164,-2.974014,2.426639,-676.219851,-58.970329,-2.974014,-1352.439703,-58.970329,921.452007,9.259494,-11.920801,-0.503027,2764.356022,18.518988,-11.920801,5528.712044,18.518988,111.192024,61.035805,-8.226018,0.618985,333.576071,122.071610,-8.226018,667.152143,122.071610,-171.274241,19.642342,6.476186,0.589595,-513.822724,39.284685,6.476186,-1027.645447,39.284685,-20.101705,0.656643,0.085033,-0.076945,-60.305114,1.313285,0.085033,-120.610228,1.313285,261.497513,-11.450422,-2.206738,0.179045,784.492538,-22.900844,-2.206738,1568.985076,-22.900844,-122.730962,1.728466,0.499264,0.106363,-368.192887,3.456932,0.499264,-736.385775,3.456932,-243.139925,-0.175114,1.071451,0.685240,-729.419775,-0.350227,1.071451,-1458.839550,-0.350227,
0.743333,-20.710476,-5.305427,-0.109720,0.751609,-62.131428,-10.610855,-0.109720,-124.262856,-10.610855,-3.883123,5.979054,-0.269859,-1.094550,-11.649368,11.958108,-0.269859,-23.298737,11.958108,57.204382,-0.190881,-6.391479,-0.681921,171.613147,-0.381763,-6.391479,343.226294,-0.381763,-9.574265,17.741074,8.561073,4.849585,-28.722796,35.482149,8.561073,-57.445592,35.482149,-65.704087,-1.562806,-0.409324,0.051613,-197.112262,-3.125612,-0.409324,-394.224524,-3.125612,110.658544,-45.724500,7.243678,9.059306,331.975632,-91.448999,7.243678,663.951263,-91.448999,-136.165618,-15.168082,3.381818,0.495383,-408.496855,-30.336164,3.381818,-816.993711,-30.336164,-244.844310,-33.611901,1.891901,0.118112,-734.532930,-67.223802,1.891901,-1469.065860,-67.223802,-510.569687,-9.056807,3.488043,0.263186,-1531.709060,-18.113615,3.488043,-3063.418119,-18.113615,349.596237,-24.499002,-2.493190,1.182903,1048.788712,-48.998003,-2.493190,2097.577423,-48.998003,156.835231,157.542754,-6.189217,2.273481,470.505693,315.085509,-6.189217,941.011386,315.085509,-502.411232,32.047483,3.303573,2.204825,-1507.233697,64.094965,3.303573,-3014.467395,64.094965,426.265145,-208.931710,-1.594982,-2.522230,1278.795434,-417.863420,-1.594982,2557.590869,-417.863420,583.362653,26.948842,-15.189271,0.772729,1750.087958,53.897683,-15.189271,3500.175917,53.897683,293.097902,20.685437,-6.904042,-0.323230,879.293707,41.370873,-6.904042,1758.587413,41.370873,-202.944194,-31.739230,-3.178095,2.416389,-608.832583,-63.478461,-3.178095,-1217.665167,-63.478461,885.098359,18.474014,-11.828356,-0.542626,2655.295077,36.948028,-11.828356,5310.590155,36.948028,81.117844,62.147725,-7.815406,0.592247,243.353531,124.295450,-7.815406,486.707061,124.295450,-188.394492,17.929600,6.601426,0.611395,-565.183475,35.859200,6.601426,-1130.366951,35.859200,-19.687207,0.455625,0.088740,-0.076655,-59.061621,0.911251,0.088740,-118.123242,0.911251,260.151983,-8.835447,-2.274358,0.171572,780.455948,-17.670894,-2.274358,1560.911896,-17.670894,-129.726902,0.501156,0.506696,0.108042,-389.180705,1.002313,0.506696,-778.361410,1.002313,-217.393678,-2.606513,1.062179,0.688800,-652.181035,-5.213026,1.062179,-1304.362069,-5.213026,
0.746667,-15.581533,-5.512532,-0.145780,0.751184,-46.744599,-11.025064,-0.145780,-93.489199,-11.025064,-5.897206,5.940223,-0.230128,-1.095383,-17.691617,11.880445,-0.230128,-35.383235,11.880445,61.774234,0.381163,-6.390845,-0.703226,185.322702,0.762325,-6.390845,370.645404,0.762325,-4.976911,17.645332,8.679027,4.878319,-14.930733,35.290664,8.679027,-29.861466,35.290664,-49.738464,-2.219847,-0.421933,0.050229,-149.215393,-4.439694,-0.421933,-298.430785,-4.439694,132.911029,-44.617914,6.942536,9.082948,398.733086,-89.235828,6.942536,797.466172,-89.235828,-132.969150,-16.529738,3.276159,0.506482,-398.907449,-33.059476,3.276159,-797.814899,-33.059476,-183.722963,-36.060344,1.659660,0.124036,-551.168888,-72.120688,1.659660,-1102.337776,-72.120688,-515.313503,-14.162504,3.410645,0.274693,-1545.940508,-28.325009,3.410645,-3091.881016,-28.325009,370.895613,-21.003039,-2.644864,1.174333,1112.686838,-42.006079,-2.644864,2225.373677,-42.006079,28.151250,159.111107,-5.133704,2.254607,84.453750,318.222213,-5.133704,168.907501,318.222213,-512.511146,27.023370,3.500476,2.216175,-1537.533439,54.046740,3.500476,-3075.066879,54.046740,589.797076,-204.669059,-2.973651,-2.529853,1769.391228,-409.338117,-2.973651,3538.782455,-409.338117,561.397861,32.782468,-14.990167,0.722419,1684.193583,65.564936,-14.990167,3368.387165,65.564936,282.241729,23.616416,-6.756369,-0.346002,846.725186,47.232832,-6.756369,1693.450371,47.232832,-184.356106,-33.768672,-3.396455,2.405436,-553.068319,-67.537345,-3.396455,-1106.136639,-67.537345,815.406054,27.324997,-11.675693,-0.581816,2446.218163,54.649995,-11.675693,4892.436325,54.649995,69.493131,62.958904,-7.398384,0.566889,208.479394,125.917807,-7.398384,416.958787,125.917807,-205.042629,16.045655,6.714676,0.633592,-615.127886,32.091310,6.714676,-1230.255772,32.091310,-18.564736,0.258753,0.091122,-0.076354,-55.694208,0.517507,0.091122,-111.388415,0.517507,258.821035,-6.233927,-2.324589,0.163902,776.463104,-12.467854,-2.324589,1552.926208,-12.467854,-135.411317,-0.796113,0.505713,0.109732,-406.233952,-1.592225,0.505713,-812.467905,-1.592225,-186.114655,-4.780450,1.037556,0.692304,-558.343964,-9.560899,1.037556,-1116.687928,-9.560899,
