T,pp #1,,,,ppdot #1,,,ppddot #1,,pp #2,,,,ppdot #2,,,ppddot #2,,pp #3,,,,ppdot #3,,,ppddot #3,,pp #4,,,,ppdot #4,,,ppddot #4,,pp #5,,,,ppdot #5,,,ppddot #5,,pp #6,,,,ppdot #6,,,ppddot #6,,pp #7,,,,ppdot #7,,,ppddot #7,,pp #8,,,,ppdot #8,,,ppddot #8,,pp #9,,,,ppdot #9,,,ppddot #9,,pp #10,,,,ppdot #10,,,ppddot #10,,pp #11,,,,ppdot #11,,,ppddot #11,,pp #12,,,,ppdot #12,,,ppddot #12,,pp #13,,,,ppdot #13,,,ppddot #13,,pp #14,,,,ppdot #14,,,ppddot #14,,pp #15,,,,ppdot #15,,,ppddot #15,,pp #16,,,,ppdot #16,,,ppddot #16,,pp #17,,,,ppdot #17,,,ppddot #17,,pp #18,,,,ppdot #18,,,ppddot #18,,pp #19,,,,ppdot #19,,,ppddot #19,,pp #20,,,,ppdot #20,,,ppddot #20,,pp #21,,,,ppdot #21,,,ppddot #21,,pp #22,,,,ppdot #22,,,ppddot #22,,pp #23,,,,ppdot #23,,,ppddot #23,,
0.033333,24.355862,1.241350,0.171534,0.520626,73.067586,2.482699,0.171534,146.135172,2.482699,-19.256578,-3.027432,-1.175793,-0.274810,-57.769734,-6.054865,-1.175793,-115.539469,-6.054865,-72.661109,-7.179963,1.913732,0.991068,-217.983327,-14.359927,1.913732,-435.966655,-14.359927,119.465058,6.010503,3.752409,0.780478,358.395173,12.021007,3.752409,716.790347,12.021007,51.193472,3.342685,1.970592,0.212507,153.580416,6.685371,1.970592,307.160833,6.685371,120.227565,9.797693,3.033171,0.350050,360.682696,19.595385,3.033171,721.365392,19.595385,452.311881,35.051914,-3.510569,-0.485633,1356.935642,70.103829,-3.510569,2713.871283,70.103829,-115.275926,-9.356934,-2.884174,-0.045132,-345.827778,-18.713868,-2.884174,-691.655556,-18.713868,-109.680167,-3.995802,3.328419,0.394180,-329.040502,-7.991605,3.328419,-658.081004,-7.991605,-63.889091,-23.768340,-0.681263,-0.402471,-191.667274,-47.536680,-0.681263,-383.334547,-47.536680,-181.460009,-4.183000,-3.531991,6.248448,-544.380028,-8.366001,-3.531991,-1088.760056,-8.366001,59.249190,4.632402,-1.453076,3.193437,177.747570,9.264804,-1.453076,355.495139,9.264804,-282.471140,-13.822856,4.014376,-4.732400,-847.413421,-27.645713,4.014376,-1694.826843,-27.645713,264.779929,30.423456,7.877183,0.542329,794.339786,60.846912,7.877183,1588.679572,60.846912,-604.855467,-26.202358,-2.443045,3.047570,-1814.566400,-52.404716,-2.443045,-3629.132801,-52.404716,361.170151,31.700231,8.698155,0.500624,1083.510454,63.400461,8.698155,2167.020907,63.400461,637.965715,88.242824,1.085324,-3.037460,1913.897145,176.485647,1.085324,3827.794290,176.485647,-78.745733,1.709930,8.397076,0.986005,-236.237200,3.419859,8.397076,-472.474400,3.419859,16.619290,20.992760,-0.147046,-0.135789,49.857871,41.985519,-0.147046,99.715741,41.985519,36.000338,1.535201,-0.195695,-0.044529,108.001014,3.070403,-0.195695,216.002029,3.070403,158.055136,21.105011,0.415546,-0.080476,474.165408,42.210022,0.415546,948.330815,42.210022,-133.456454,35.250813,2.508008,0.561673,-400.369361,70.501626,2.508008,-800.738722,70.501626,98.024639,51.135798,0.464623,0.400899,294.073917,102.271596,0.464623,588.147833,102.271596,
0.036667,24.656496,1.484908,0.180622,0.521213,73.969487,2.969816,0.180622,147.938973,2.969816,-15.612481,-3.219998,-1.196618,-0.278763,-46.837444,-6.439996,-1.196618,-93.674888,-6.439996,-63.493823,-7.906574,1.863443,0.997365,-190.481470,-15.813149,1.863443,-380.962940,-15.813149,93.769176,7.205154,3.796461,0.793057,281.307528,14.410308,3.796461,562.615057,14.410308,36.442310,3.854620,1.994583,0.219115,109.326931,7.709240,1.994583,218.653861,7.709240,122.843863,10.999968,3.102496,0.360274,368.531590,21.999936,3.102496,737.063180,21.999936,394.102986,39.575033,-3.261813,-0.496929,1182.308958,79.150067,-3.261813,2364.617917,79.150067,-105.038837,-10.509693,-2.950396,-0.054854,-315.116512,-21.019386,-2.950396,-630.233025,-21.019386,-117.194460,-5.092604,3.298124,0.405226,-351.583381,-10.185208,3.298124,-703.166762,-10.185208,-5.200514,-24.407231,-0.841848,-0.405009,-15.601543,-48.814462,-0.841848,-31.203086,-48.814462,-213.679294,-5.997600,-3.565926,6.236622,-641.037882,-11.995201,-3.565926,-1282.075765,-11.995201,53.183462,5.224894,-1.420218,3.188647,159.550385,10.449788,-1.420218,319.100769,10.449788,-272.435157,-16.647568,3.912808,-4.719182,-817.305470,-33.295136,3.912808,-1634.610941,-33.295136,226.508537,33.071256,8.088832,0.568935,679.525612,66.142511,8.088832,1359.051223,66.142511,-650.754985,-32.250913,-2.637889,3.039113,-1952.264955,-64.501826,-2.637889,-3904.529909,-64.501826,324.503946,35.311932,8.921528,0.529983,973.511839,70.623864,8.921528,1947.023677,70.623864,475.754865,94.622481,1.694875,-3.032838,1427.264594,189.244962,1.694875,2854.529188,189.244962,-105.916968,0.922472,8.405850,1.014011,-317.750904,1.844944,8.405850,-635.501808,1.844944,-3.098848,21.158952,-0.006540,-0.136046,-9.296545,42.317905,-0.006540,-18.593090,42.317905,36.728190,1.895205,-0.184261,-0.045163,110.184570,3.790410,-0.184261,220.369140,3.790410,112.878349,22.685562,0.561514,-0.078850,338.635046,45.371124,0.561514,677.270092,45.371124,-264.986729,33.916248,2.738565,0.570420,-794.960186,67.832496,2.738565,-1589.920372,67.832496,-5.725034,52.116044,0.808796,0.403019,-17.175103,104.232089,0.808796,-34.350207,104.232089,
0.040000,24.411539,1.731473,0.191343,0.521832,73.234616,3.462946,0.191343,146.469232,3.462946,-12.387298,-3.376123,-1.218605,-0.282789,-37.161893,-6.752246,-1.218605,-74.323785,-6.752246,-53.692609,-8.541513,1.808616,1.003486,-161.077828,-17.083025,1.808616,-322.155656,-17.083025,60.064250,8.142846,3.847621,0.805795,180.192750,16.285692,3.847621,360.385500,16.285692,16.513496,4.219043,2.021495,0.225807,49.540488,8.438086,2.021495,99.080976,8.438086,125.807827,12.228407,3.179924,0.370743,377.423481,24.456814,3.179924,754.846962,24.456814,322.984183,43.516063,-2.984842,-0.507347,968.952550,87.032126,-2.984842,1937.905099,87.032126,-92.423877,-11.560082,-3.023962,-0.064810,-277.271631,-23.120163,-3.023962,-554.543262,-23.120163,-124.404308,-6.264549,3.260267,0.416159,-373.212923,-12.529098,3.260267,-746.425846,-12.529098,44.345128,-24.459236,-1.004737,-0.408086,133.035385,-48.918472,-1.004737,266.070769,-48.918472,-241.822902,-8.134393,-3.613033,6.224661,-725.468706,-16.268787,-3.613033,-1450.937411,-16.268787,45.560845,5.756728,-1.383613,3.183973,136.682535,11.513457,-1.383613,273.365070,11.513457,-251.685146,-19.371919,3.792743,-4.706335,-755.055439,-38.743839,3.792743,-1510.110878,-38.743839,185.459981,35.336341,8.316858,0.596273,556.379942,70.672682,8.316858,1112.759885,70.672682,-678.830091,-38.758463,-2.874587,3.029937,-2036.490274,-77.516925,-2.874587,-4072.980548,-77.516925,281.200693,38.556972,9.167758,0.560126,843.602079,77.113943,9.167758,1687.204158,77.113943,303.952145,99.380029,2.341550,-3.026120,911.856435,198.760059,2.341550,1823.712871,198.760059,-129.883254,-0.136698,8.408470,1.042037,-389.649762,-0.273395,8.408470,-779.299524,-0.273395,-11.368632,21.127964,0.134416,-0.135832,-34.105897,42.255928,0.134416,-68.211794,42.255928,35.813319,2.262487,-0.170402,-0.045755,107.439958,4.524973,-0.170402,214.879916,4.524973,63.761287,23.814346,0.716514,-0.076722,191.283861,47.628691,0.716514,382.567723,47.628691,-386.492412,31.266381,2.955841,0.579916,-1159.477235,62.532762,2.955841,-2318.954470,62.532762,-100.531614,52.058794,1.156045,0.406294,-301.594841,104.117588,1.156045,-603.189681,104.117588,
0.043333,23.637096,1.975588,0.203700,0.522490,70.911289,3.951177,0.203700,141.822578,3.951177,-9.525637,-3.499996,-1.241526,-0.286889,-28.576912,-6.999992,-1.241526,-57.153823,-6.999992,-43.648455,-9.078439,1.749883,1.009418,-130.945366,-18.156877,1.749883,-261.890732,-18.156877,22.688471,8.743488,3.903909,0.818713,68.065412,17.486977,3.903909,136.130825,17.486977,-7.088506,4.384178,2.050173,0.232593,-21.265518,8.768356,2.050173,-42.531036,8.768356,128.638013,13.486485,3.265640,0.381483,385.914038,26.972970,3.265640,771.828076,26.972970,245.592221,46.745905,-2.683969,-0.516801,736.776662,93.491810,-2.683969,1473.553324,93.491810,-77.943113,-12.484320,-3.104110,-0.075021,-233.829340,-24.968641,-3.104110,-467.658680,-24.968641,-132.820492,-7.508592,3.214357,0.426952,-398.461477,-15.017184,3.214357,-796.922954,-15.017184,81.301831,-24.015785,-1.166320,-0.411705,243.905493,-48.031570,-1.166320,487.810986,-48.031570,-265.570200,-10.552622,-3.675323,6.212518,-796.710600,-21.105245,-3.675323,-1593.421199,-21.105245,36.624175,6.212337,-1.343716,3.179426,109.872526,12.424674,-1.343716,219.745051,12.424674,-220.519287,-21.888771,3.655207,-4.693917,-661.557860,-43.777542,3.655207,-1323.115720,-43.777542,143.046420,37.190941,8.558615,0.624396,429.139259,74.381881,8.558615,858.278519,74.381881,-685.027395,-45.546764,-3.155604,3.019899,-2055.082186,-91.093527,-3.155604,-4110.164372,-91.093527,233.901606,41.368978,9.434178,0.591124,701.704819,82.737957,9.434178,1403.409638,82.737957,126.123007,102.419551,3.014215,-3.017199,378.369022,204.839102,3.014215,756.738044,204.839102,-148.461750,-1.435530,8.403229,1.070059,-445.385250,-2.871060,8.403229,-890.770500,-2.871060,-12.230226,21.014278,0.274890,-0.135150,-36.690678,42.028555,0.274890,-73.381356,42.028555,33.098679,2.620620,-0.154125,-0.046296,99.296038,5.241240,-0.154125,198.592076,5.241240,12.692981,24.451958,0.877402,-0.074067,38.078942,48.903917,0.877402,76.157884,48.903917,-495.238715,27.401457,3.151400,0.590102,-1485.716145,54.802914,3.151400,-2971.432290,54.802914,-185.970544,51.053478,1.499753,0.410723,-557.911633,102.106956,1.499753,-1115.823267,102.106956,
0.046667,22.398407,2.211959,0.217658,0.523192,67.195221,4.423919,0.217658,134.390442,4.423919,-7.242476,-3.595252,-1.265176,-0.291066,-21.727427,-7.190505,-1.265176,-43.454854,-7.190505,-33.727666,-9.514923,1.687905,1.015148,-101.182998,-19.029846,1.687905,-202.365997,-19.029846,-14.349505,8.970373,3.962955,0.831824,-43.048516,17.940746,3.962955,-86.097032,17.940746,-32.769606,4.313293,2.079164,0.239476,-98.308817,8.626586,2.079164,-196.617634,8.626586,130.851765,14.772865,3.359838,0.392523,392.555296,29.545730,3.359838,785.110591,29.545730,167.125433,49.201827,-2.364143,-0.525219,501.376299,98.403654,-2.364143,1002.752598,98.403654,-63.393478,-13.263751,-3.189937,-0.085510,-190.180433,-26.527503,-3.189937,-380.360867,-26.527503,-143.057778,-8.836797,3.159872,0.437578,-429.173335,-17.673594,3.159872,-858.346669,-17.673594,108.740569,-23.202767,-1.323715,-0.415857,326.221708,-46.405533,-1.323715,652.443416,-46.405533,-284.825620,-13.208324,-3.754526,6.200140,-854.476859,-26.416649,-3.754526,-1708.953719,-26.416649,23.783591,6.578579,-1.301080,3.175018,71.350774,13.157157,-1.301080,142.701547,13.157157,-179.333230,-24.093964,3.501932,-4.681984,-537.999691,-48.187928,3.501932,-1075.999381,-48.187928,103.649089,38.621405,8.811323,0.653343,310.947267,77.242810,8.811323,621.894534,77.242810,-667.161438,-52.397038,-3.482084,3.008849,-2001.484314,-104.794075,-3.482084,-4002.968628,-104.794075,183.057634,43.707995,9.717768,0.623039,549.172901,87.415989,9.717768,1098.345802,87.415989,-53.500452,103.680781,3.701216,-3.006009,-160.501356,207.361562,3.701216,-321.002712,207.361562,-161.151184,-2.920148,8.388710,1.098048,-483.453553,-5.840295,8.388710,-966.907106,-5.840295,-9.213128,20.891975,0.414578,-0.134001,-27.639384,41.783951,0.414578,-55.278768,41.783951,28.467469,2.951607,-0.135550,-0.046780,85.402407,5.903213,-0.135550,170.804813,5.903213,-38.596424,24.578888,1.040838,-0.070870,-115.789273,49.157777,1.040838,-231.578546,49.157777,-589.183547,22.449070,3.317569,0.600893,-1767.550641,44.898139,3.317569,-3535.101282,44.898139,-262.063983,49.193772,1.833910,0.416282,-786.191950,98.387545,1.833910,-1572.383901,98.387545,
0.050000,20.715031,2.435943,0.233151,0.523943,62.145092,4.871887,0.233151,124.290184,4.871887,-5.543412,-3.667677,-1.289386,-0.295324,-16.630235,-7.335354,-1.289386,-33.260471,-7.335354,-24.188278,-9.852200,1.623348,1.020668,-72.564834,-19.704400,1.623348,-145.129668,-19.704400,-49.024785,8.826878,4.022280,0.845133,-147.074355,17.653756,4.022280,-294.148710,17.653756,-59.549887,3.985597,2.106827,0.246453,-178.649660,7.971194,2.106827,-357.299320,7.971194,132.286516,16.081383,3.462686,0.403892,396.859549,32.162766,3.462686,793.719098,32.162766,91.043164,50.873081,-2.030560,-0.532547,273.129493,101.746163,-2.030560,546.258986,101.746163,-49.273495,-13.897686,-3.280475,-0.096293,-147.820484,-27.795372,-3.280475,-295.640968,-27.795372,-156.059409,-10.267375,3.096191,0.448008,-468.178227,-20.534749,3.096191,-936.356455,-20.534749,124.220724,-22.115361,-1.474776,-0.420523,372.662171,-44.230722,-1.474776,745.324341,-44.230722,-299.624394,-16.056581,-3.852076,6.187467,-898.873183,-32.113161,-3.852076,-1797.746367,-32.113161,6.906409,6.816415,-1.256430,3.170755,20.719227,13.632829,-1.256430,41.438454,13.632829,-127.711461,-25.887296,3.335327,-4.670585,-383.134383,-51.774592,3.335327,-766.268766,-51.774592,68.535608,39.657896,9.072254,0.683147,205.606825,79.315792,9.072254,411.213651,79.315792,-621.381970,-59.068652,-3.853636,2.996635,-1864.145910,-118.137304,-3.853636,-3728.291821,-118.137304,131.114489,45.538571,10.015256,0.655924,393.343467,91.077142,10.015256,786.686933,91.077142,-232.734318,103.145776,4.390638,-2.992521,-698.202954,206.291553,4.390638,-1396.405907,206.291553,-166.945806,-4.531659,8.363871,1.125972,-500.837418,-9.063319,8.363871,-1001.674835,-9.063319,-4.101367,20.799844,0.553550,-0.132387,-12.304101,41.599688,0.553550,-24.608201,41.599688,22.031660,3.236281,-0.114924,-0.047198,66.094980,6.472563,-0.114924,132.189960,6.472563,-88.004010,24.192924,1.203411,-0.067129,-264.012030,48.385848,1.203411,-528.024060,48.385848,-666.912706,16.557234,3.447590,0.612179,-2000.738118,33.114468,3.447590,-4001.476236,33.114468,-328.053134,46.573133,2.153133,0.422932,-984.159402,93.146265,2.153133,-1968.318803,93.146265,
0.053333,18.392216,2.643094,0.250081,0.524748,55.176649,5.286188,0.250081,110.353299,5.286188,-2.766814,-3.723111,-1.314022,-0.299663,-8.300443,-7.446223,-1.314022,-16.600886,-7.446223,-15.471542,-10.094083,1.556861,1.025968,-46.414625,-20.188165,1.556861,-92.829249,-20.188165,-79.097043,8.336630,4.079491,0.858637,-237.291130,16.673260,4.079491,-474.582261,16.673260,-85.656365,3.390098,2.131413,0.253518,-256.969094,6.780196,2.131413,-513.938188,6.780196,133.407780,17.404248,3.574305,0.415617,400.223341,34.808496,3.574305,800.446683,34.808496,21.648505,51.783513,-1.688372,-0.538747,64.945515,103.567026,-1.688372,129.891031,103.567026,-35.302682,-14.390421,-3.374769,-0.107384,-105.908047,-28.780842,-3.374769,-211.816093,-28.780842,-171.836183,-11.827969,3.022540,0.458209,-515.508549,-23.655937,3.022540,-1031.017098,-23.655937,125.706551,-20.873154,-1.618071,-0.425680,377.119653,-41.746307,-1.618071,754.239306,-41.746307,-303.135841,-19.052824,-3.969107,6.174438,-909.407522,-38.105649,-3.969107,-1818.815043,-38.105649,-6.856878,6.885479,-1.210757,3.166642,-20.570635,13.770957,-1.210757,-41.141270,13.770957,-84.831518,-27.164411,3.158488,-4.659760,-254.494554,-54.328821,3.158488,-508.989108,-54.328821,23.984230,40.343252,9.338925,0.713831,71.952691,80.686504,9.338925,143.905382,80.686504,-548.094799,-65.282472,-4.268140,2.983111,-1644.284398,-130.564943,-4.268140,-3288.568797,-130.564943,81.203563,46.849716,10.323217,0.689819,243.610688,93.699431,10.323217,487.221375,93.699431,-408.474517,100.818433,5.070519,-2.976749,-1225.423552,201.636866,5.070519,-2450.847105,201.636866,-170.608367,-6.201117,8.328095,1.153795,-511.825100,-12.402235,8.328095,-1023.650200,-12.402235,0.066949,20.758830,0.692079,-0.130311,0.200846,41.517661,0.692079,0.401692,41.517661,13.779653,3.456598,-0.092615,-0.047544,41.338958,6.913196,-0.092615,82.677916,6.913196,-136.117897,23.312884,1.361763,-0.062852,-408.353691,46.625768,1.361763,-816.707382,46.625768,-725.144459,9.888107,3.535741,0.623830,-2175.433378,19.776214,3.535741,-4350.866755,19.776214,-380.138088,43.292601,2.452686,0.430614,-1140.414265,86.585202,2.452686,-2280.828529,86.585202,
0.056667,15.366270,2.827016,0.268315,0.525612,46.098811,5.654032,0.268315,92.197622,5.654032,0.845450,-3.750779,-1.338935,-0.304084,2.536351,-7.501559,-1.338935,5.072702,-7.501559,-7.495672,-10.248798,1.489051,1.031045,-22.487016,-20.497596,1.489051,-44.974032,-20.497596,-103.226449,7.545660,4.132432,0.872325,-309.679347,15.091319,4.132432,-619.358693,15.091319,-110.305654,2.533534,2.151158,0.260657,-330.916963,5.067069,2.151158,-661.833927,5.067069,134.080604,18.738326,3.694780,0.427730,402.241811,37.476652,3.694780,804.483621,37.476652,-39.025265,51.999998,-1.342427,-0.543798,-117.075794,103.999996,-1.342427,-234.151587,103.999996,-21.295481,-14.743448,-3.471882,-0.118794,-63.886444,-29.486896,-3.471882,-127.772887,-29.486896,-191.426421,-13.546330,2.937959,0.468146,-574.279264,-27.092661,2.937959,-1148.558528,-27.092661,115.384604,-19.616088,-1.753035,-0.431301,346.153811,-39.232176,-1.753035,692.307623,-39.232176,-297.685316,-22.084183,-4.106231,6.160984,-893.055947,-44.168366,-4.106231,-1786.111895,-44.168366,-17.942471,6.816910,-1.165082,3.162683,-53.827412,13.633820,-1.165082,-107.654824,13.633820,-46.939941,-28.012726,2.974565,-4.649537,-140.819822,-56.025452,2.974565,-281.639645,-56.025452,-27.701874,40.583094,9.608679,0.745410,-83.105622,81.166188,9.608679,-166.211244,81.166188,-445.959446,-70.763420,-4.721626,2.968138,-1337.878338,-141.526839,-4.721626,-2675.756675,-141.526839,35.804348,47.661751,10.638256,0.724754,107.413044,95.323503,10.638256,214.826088,95.323503,-580.811726,96.733688,5.729026,-2.958742,-1742.435177,193.467376,5.729026,-3484.870355,193.467376,-171.259990,-7.907201,8.281067,1.181480,-513.779969,-15.814402,8.281067,-1027.559938,-15.814402,1.795762,20.759500,0.830474,-0.127773,5.387285,41.519000,0.830474,10.774570,41.519000,4.092798,3.594394,-0.069111,-0.047814,12.278394,7.188789,-0.069111,24.556787,7.188789,-181.442918,21.951705,1.512645,-0.058059,-544.328753,43.903410,1.512645,-1088.657505,43.903410,-764.297156,2.636663,3.577490,0.635699,-2292.891469,5.273325,3.577490,-4585.782939,5.273325,-419.189671,39.491220,2.728632,0.439257,-1257.569012,78.982441,2.728632,-2515.138023,78.982441,
0.060000,11.704896,2.980679,0.287674,0.526538,35.114687,5.961357,0.287674,70.229374,5.961357,5.018503,-3.742325,-1.363912,-0.308589,15.055508,-7.484650,-1.363912,30.111017,-7.484650,-0.320373,-10.323755,1.420476,1.035895,-0.961119,-20.647510,1.420476,-1.922238,-20.647510,-120.806406,6.513395,4.179296,0.886180,-362.419217,13.026790,4.179296,-724.838434,13.026790,-132.927809,1.430478,2.164372,0.267852,-398.783426,2.860956,2.164372,-797.566851,2.860956,134.025147,20.079132,3.824171,0.440259,402.075441,40.158264,3.824171,804.150881,40.158264,-89.531982,51.609746,-0.997061,-0.547697,-268.595946,103.219491,-0.997061,-537.191891,103.219491,-6.779571,-14.956403,-3.570881,-0.130532,-20.338714,-29.912806,-3.570881,-40.677429,-29.912806,-214.399566,-15.460595,2.841270,0.477782,-643.198699,-30.921189,2.841270,-1286.397398,-30.921189,91.744919,-18.462242,-1.879963,-0.437358,275.234756,-36.924484,-1.879963,550.469513,-36.924484,-284.313238,-25.061036,-4.263381,6.147041,-852.939713,-50.122072,-4.263381,-1705.879426,-50.122072,-26.595092,6.637485,-1.120234,3.158874,-79.785276,13.274970,-1.120234,-159.570552,13.274970,-12.673894,-28.482125,2.786248,-4.639934,-38.021683,-56.964251,2.786248,-76.043366,-56.964251,-84.312610,40.306075,9.878310,0.777889,-252.937829,80.612151,9.878310,-505.875657,80.612151,-315.070299,-75.223014,-5.208248,2.951596,-945.210896,-150.446028,-5.208248,-1890.421793,-150.446028,-2.352226,48.019795,10.957194,0.760746,-7.056678,96.039590,10.957194,-14.113356,96.039590,-748.645703,90.925571,6.354557,-2.938592,-2245.937108,181.851142,6.354557,-4491.874217,181.851142,-168.722578,-9.619801,8.222644,1.208989,-506.167734,-19.239602,8.222644,-1012.335468,-19.239602,0.781716,20.777458,0.968930,-0.124774,2.345149,41.554915,0.968930,4.690298,41.554915,-6.500513,3.635322,-0.045012,-0.048004,-19.501538,7.270645,-0.045012,-39.003076,7.270645,-222.323678,20.137276,1.652942,-0.052779,-666.971033,40.274552,1.652942,-1333.942066,40.274552,-784.713529,-5.006309,3.569591,0.647625,-2354.140588,-10.012618,3.569591,-4708.281176,-10.012618,-445.994385,35.299324,2.977934,0.448776,-1337.983156,70.598647,2.977934,-2675.966312,70.598647,
0.063333,7.373748,3.097728,0.307935,0.527531,22.121245,6.195455,0.307935,44.242489,6.195455,9.516297,-3.692140,-1.388694,-0.313177,28.548892,-7.384280,-1.388694,57.097783,-7.384280,6.057284,-10.326959,1.351640,1.040515,18.171852,-20.653917,1.351640,36.343705,-20.653917,-131.576926,5.305331,4.218691,0.900179,-394.730777,10.610662,4.218691,-789.461554,10.610662,-152.963531,0.101200,2.169477,0.275077,-458.890594,0.202400,2.169477,-917.781187,0.202400,133.049556,21.419383,3.962500,0.453234,399.148669,42.838767,3.962500,798.297338,42.838767,-129.130426,50.714426,-0.655980,-0.550450,-387.391277,101.428851,-0.655980,-774.782554,101.428851,8.117069,-15.024198,-3.670817,-0.142601,24.351207,-30.048397,-3.670817,48.702413,-30.048397,-240.931444,-17.604590,2.731052,0.487073,-722.794331,-35.209181,2.731052,-1445.588662,-35.209181,55.953026,-17.544793,-1.999986,-0.443826,167.859079,-35.089586,-1.999986,335.718158,-35.089586,-265.355362,-27.904168,-4.439932,6.132540,-796.066086,-55.808337,-4.439932,-1592.132172,-55.808337,-33.682608,6.371534,-1.076871,3.155213,-101.047823,12.743068,-1.076871,-202.095645,12.743068,18.894355,-28.608864,2.595945,-4.630964,56.683064,-57.217728,2.595945,113.366129,-57.217728,-142.769041,39.462949,10.144206,0.811261,-428.307123,78.925899,10.144206,-856.614246,78.925899,-154.878051,-78.373717,-5.720237,2.933388,-464.634154,-156.747434,-5.720237,-929.268308,-156.747434,-31.196067,47.996273,11.277248,0.797803,-93.588200,95.992545,11.277248,-187.176400,95.992545,-911.938326,83.439114,6.935772,-2.916427,-2735.814978,166.878228,6.935772,-5471.629956,166.878228,-162.664635,-11.307027,8.152887,1.236285,-487.993904,-22.614054,8.152887,-975.987808,-22.614054,-3.100528,20.785275,1.107473,-0.121314,-9.301585,41.570549,1.107473,-18.603171,41.570549,-17.309700,3.570317,-0.020993,-0.048114,-51.929099,7.140635,-0.020993,-103.858198,7.140635,-257.675236,17.914039,1.779780,-0.047054,-773.025709,35.828078,1.779780,-1546.051417,35.828078,-786.939178,-12.853444,3.510059,0.659439,-2360.817533,-25.706889,3.510059,-4721.635067,-25.706889,-461.527104,30.839380,3.198396,0.459078,-1384.581312,61.678760,3.198396,-2769.162623,61.678760,
0.066667,2.467930,3.171465,0.328833,0.528592,7.403790,6.342930,0.328833,14.807580,6.342930,14.171746,-3.596977,-1.412991,-0.317846,42.515237,-7.193954,-1.412991,85.030474,-7.193954,11.561662,-10.266386,1.282996,1.044906,34.684987,-20.532771,1.282996,69.369974,-20.532771,-135.358946,3.989562,4.249674,0.914295,-406.076839,7.979124,4.249674,-812.153678,7.979124,-169.841985,-1.428436,2.165053,0.282304,-509.525955,-2.856871,2.165053,-1019.051909,-2.856871,130.903266,22.749879,4.109731,0.466686,392.709797,45.499758,4.109731,785.419593,45.499758,-157.051980,49.423121,-0.322188,-0.552078,-471.155940,98.846243,-0.322188,-942.311880,98.846243,23.009649,-14.943028,-3.770707,-0.155004,69.028948,-29.886056,-3.770707,138.057897,-29.886056,-271.238373,-20.013905,2.605657,0.495972,-813.715118,-40.027810,2.605657,-1627.430237,-40.027810,9.200325,-16.985263,-2.115086,-0.450686,27.600975,-33.970525,-2.115086,55.201949,-33.970525,-242.044542,-30.557722,-4.634805,6.117421,-726.133626,-61.115444,-4.634805,-1452.267251,-61.115444,-40.054427,6.034708,-1.035517,3.151693,-120.163280,12.069416,-1.035517,-240.326560,12.069416,49.175829,-28.419921,2.405849,-4.622628,147.527487,-56.839841,2.405849,295.054973,-56.839841,-200.642790,38.035259,10.402534,0.845508,-601.928370,76.070518,10.402534,-1203.856740,76.070518,35.542127,-79.922498,-6.247891,2.913444,106.626380,-159.844995,-6.247891,213.252759,-159.844995,-48.958283,47.684312,11.596183,0.835926,-146.874848,95.368624,11.596183,-293.749696,95.368624,-1071.198563,74.319731,7.461635,-2.892415,-3213.595690,148.639461,7.461635,-6427.191380,148.639461,-152.618752,-12.933673,8.072085,1.263330,-457.856257,-25.867346,8.072085,-915.712513,-25.867346,-10.136565,20.754269,1.245938,-0.117391,-30.409695,41.508539,1.245938,-60.819390,41.508539,-27.745804,3.397220,0.002232,-0.048145,-83.237412,6.794441,0.002232,-166.474824,6.794441,-286.976902,15.337287,1.890617,-0.040932,-860.930707,30.674573,1.890617,-1721.861415,30.674573,-772.067796,-20.722836,3.398138,0.670967,-2316.203389,-41.445672,3.398138,-4632.406778,-41.445672,-467.014534,26.224109,3.388608,0.470065,-1401.043603,52.448217,3.388608,-2802.087205,52.448217,
